"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","56/1513","380/27563",1.64104367773442e-11,1.10278135143753e-09,9.7059096466003e-10,"P51149/P30101/P27824/P27797/P61769/P62987/P10321/P51665/P55735/P30460/P62979/P61163/Q10567/Q00610/P01889/P63010/P04439/O95782/P30443/O94979/P62333/O43237/O94855/P0CG47/O00231/P09496/O94973/P50570/P48556/P84077/Q9Y6B6/P43686/P62191/Q13409/P18084/P06756/O00487/Q9UL46/P61619/Q15436/Q12840/P07339/P42025/P53992/Q99538/P17980/Q13561/P62195/Q9UIQ6/P35998/P0CG48/O00232/Q14203/O15020/O95486/Q99460",56
"GO:0048199","GO:0048199","vesicle targeting, to, from or within Golgi","31/1513","140/27563",2.09332477014433e-11,1.3893474029995e-09,1.22280634721231e-09,"O75396/P13987/Q9Y678/Q9H0U4/P49755/P62820/P55735/Q9BVK6/Q8WVM8/O14579/P53618/P54920/P61923/P49257/O43617/O94979/O94855/P46459/O14653/P84077/Q15363/Q9Y6B6/P53621/P48444/Q15436/P53992/Q8N6T3/Q08379/O95486/P35606/Q92538",31
"GO:0019882","GO:0019882","antigen processing and presentation","63/1513","464/27563",3.24941373304365e-11,2.13034734498082e-09,1.87498263543405e-09,"P51149/P30101/P27824/P27797/P61769/P20340/P62987/P10321/P51665/P55735/P30460/P62979/P61163/Q10567/Q00610/P01889/P63010/P04439/O95782/P30443/P20337/O94979/P62333/O43237/O94855/P0CG47/O00231/P09496/O94973/P50570/P48556/P84077/Q9Y6B6/P43686/P51159/P61020/P62191/Q13409/P18084/P06756/P61026/O00487/Q9UL46/P61619/Q15436/Q12840/P07339/P42025/P07996/P53992/Q99538/P17980/Q13561/P62195/Q9UIQ6/P35998/P0CG48/O00232/Q14203/O15020/O95486/Q99460/O00203",63
"GO:0070125","GO:0070125","mitochondrial translational elongation","29/1513","126/27563",3.38947690905332e-11,2.19540094735791e-09,1.93223826330941e-09,"Q8IXM3/P49411/Q9Y3D9/Q9BYD6/Q9Y2R5/P51398/Q16540/Q6P1L8/Q9NP92/P52815/Q8N5N7/Q9H9J2/Q9NQ50/Q96GC5/Q7Z7H8/Q9NRX2/Q9Y3B7/Q92552/Q13405/Q9Y2Q9/Q13084/Q9BYD3/P49406/Q96DV4/Q9NYK5/P82650/Q92665/P82933/Q96EY7",29
"GO:0032543","GO:0032543","mitochondrial translation","35/1513","178/27563",3.8801031537402e-11,2.48326601839373e-09,2.1855969518875e-09,"Q8IXM3/P49411/P42704/Q07021/Q9Y3D9/Q9BYD6/Q9Y2R5/P51398/O95182/Q16540/Q6P1L8/Q9NP92/P52815/Q8N5N7/Q9H9J2/Q9NQ50/Q96GC5/Q7Z7H8/Q9NRX2/Q9Y3B7/Q92552/Q13405/Q9Y2Q9/Q9Y2Z4/Q13084/Q9BYD3/P49406/Q96DV4/Q9NYK5/P82650/Q92665/P82933/P12081/Q5T160/Q96EY7",35
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","37/1513","198/27563",5.14357231748875e-11,3.25315820927288e-09,2.86320217549374e-09,"P30101/P27824/P27797/P61769/P62987/P10321/P51665/P55735/P30460/P62979/P01889/P04439/P30443/O94979/P62333/O94855/P0CG47/O00231/P48556/Q9Y6B6/P43686/P62191/P18084/P06756/O00487/Q9UL46/P61619/Q15436/P53992/P17980/P62195/Q9UIQ6/P35998/P0CG48/O00232/O95486/Q99460",37
"GO:0006900","GO:0006900","membrane budding","40/1513","227/27563",5.69506601710817e-11,3.56007847767134e-09,3.13333191516539e-09,"P07355/O75396/P13987/Q9Y678/Q13492/Q9H0U4/P49755/P62820/P55735/Q9BVK6/Q9NR31/Q8WVM8/O14579/P53618/P54920/P61923/P63010/P49257/Q9P0L0/O95292/O43617/O94979/Q9H4A6/O94855/P46459/O14653/P84077/Q15363/Q9Y6B6/P53621/P48444/Q15436/O60641/P53992/Q8N6T3/Q08379/O95486/Q8WUM4/P35606/Q92538",40
"GO:0006369","GO:0006369","termination of RNA polymerase II transcription","24/1513","90/27563",6.18985733738512e-11,3.82490494779108e-09,3.3664136396305e-09,"P62304/O43809/P62318/P62306/P84103/P26368/Q13242/P0DN76/Q01081/Q13243/Q07955/Q86V81/Q13247/Q01130/P14678/Q15287/Q16629/Q86U42/Q05519/Q12996/Q08170/Q8N684/Q09161/Q8IYB3",24
"GO:0045104","GO:0045104","intermediate filament cytoskeleton organization","23/1513","85/27563",1.11869472680479e-10,6.83420778557107e-09,6.01499138395637e-09,"P08670/P05783/O14656/Q04695/P02533/P08779/P17661/P02538/P41219/P48668/O75190/P12035/P48681/P48729/P35900/P14136/Q3SY84/Q7RTS7/Q16352/P07196/P12036/P07197/Q03001",23
"GO:0070124","GO:0070124","mitochondrial translational initiation","28/1513","124/27563",1.18890642371985e-10,7.18152913923358e-09,6.32067933130775e-09,"Q8IXM3/Q9Y3D9/Q9BYD6/Q9Y2R5/P51398/Q16540/Q6P1L8/Q9NP92/P52815/Q8N5N7/Q9H9J2/Q9NQ50/Q96GC5/Q7Z7H8/Q9NRX2/Q9Y3B7/Q92552/Q13405/Q9Y2Q9/Q13084/Q9BYD3/P49406/Q96DV4/Q9NYK5/P82650/Q92665/P82933/Q96EY7",28
"GO:0045103","GO:0045103","intermediate filament-based process","23/1513","86/27563",1.44829175340819e-10,8.6511294070249e-09,7.61411863341497e-09,"P08670/P05783/O14656/Q04695/P02533/P08779/P17661/P02538/P41219/P48668/O75190/P12035/P48681/P48729/P35900/P14136/Q3SY84/Q7RTS7/Q16352/P07196/P12036/P07197/Q03001",23
"GO:0048194","GO:0048194","Golgi vesicle budding","14/1513","31/27563",2.33252279641712e-10,1.37798269819104e-08,1.21280392942683e-08,"Q9Y678/P49755/Q9BVK6/O14579/P53618/P61923/Q9H4A6/P84077/Q15363/P53621/P48444/Q8N6T3/P35606/Q92538",14
"GO:0070126","GO:0070126","mitochondrial translational termination","28/1513","129/27563",3.16567861428558e-10,1.84985741634775e-08,1.62811503103131e-08,"Q8IXM3/Q9Y3D9/Q9BYD6/Q9Y2R5/P51398/Q16540/Q6P1L8/Q9NP92/P52815/Q8N5N7/Q9H9J2/Q9NQ50/Q96GC5/Q7Z7H8/Q9NRX2/Q9Y3B7/Q92552/Q13405/Q9Y2Q9/Q13084/Q9BYD3/P49406/Q96DV4/Q9NYK5/P82650/Q92665/P82933/Q96EY7",28
"GO:0051168","GO:0051168","nuclear export","46/1513","303/27563",3.89961709908629e-10,2.25423027147182e-08,1.98401571707899e-08,"P22626/P09651/P08865/P38646/P62857/P27797/P62841/P63241/P50402/P84103/P26368/Q13242/Q13838/P0DN76/Q01081/P82979/O75494/P06730/Q13243/Q07955/Q86V81/Q99653/O00148/Q13247/Q01130/P46060/P56537/P62826/Q07666/Q15050/Q15287/Q16629/Q86U42/Q05519/Q08170/P49841/Q9BY77/P57740/P55265/Q09161/P12270/Q8IYB3/O14980/Q8N1F7/O75694/P49790",46
"GO:0006903","GO:0006903","vesicle targeting","32/1513","168/27563",6.1478110318417e-10,3.51602469225329e-08,3.09455885645335e-08,"O75396/P13987/Q9Y678/Q9H0U4/P49755/P62820/P55735/Q9BVK6/Q8WVM8/O14579/P53618/P54920/P61923/P49257/O43617/O94979/O94855/P46459/O14653/P84077/Q15363/Q9Y6B6/P53621/P48444/Q15436/P49768/P53992/Q8N6T3/Q08379/O95486/P35606/Q92538",32
"GO:0006406","GO:0006406","mRNA export from nucleus","29/1513","142/27563",7.07899223022957e-10,3.96423564892856e-08,3.48904277136863e-08,"P22626/P63241/P84103/P26368/Q13242/Q13838/P0DN76/Q01081/P82979/O75494/P06730/Q13243/Q07955/Q86V81/O00148/Q13247/Q01130/Q15287/Q16629/Q86U42/Q05519/Q08170/Q9BY77/P57740/Q09161/P12270/Q8IYB3/Q8N1F7/O75694",29
"GO:0071427","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","29/1513","142/27563",7.07899223022957e-10,3.96423564892856e-08,3.48904277136863e-08,"P22626/P63241/P84103/P26368/Q13242/Q13838/P0DN76/Q01081/P82979/O75494/P06730/Q13243/Q07955/Q86V81/O00148/Q13247/Q01130/Q15287/Q16629/Q86U42/Q05519/Q08170/Q9BY77/P57740/Q09161/P12270/Q8IYB3/Q8N1F7/O75694",29
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","25/1513","109/27563",8.17883286292304e-10,4.53292839907982e-08,3.98956632868574e-08,"O75489/P49821/P31930/O96000/P28331/P99999/Q9UDW1/P22695/O75439/O00483/O43920/P07919/Q16718/Q16795/O95168/P14927/P19404/O95182/P56556/O95299/P13073/O75306/O75251/P09622/O00217",25
"GO:0006099","GO:0006099","tricarboxylic acid cycle","19/1513","65/27563",1.09816223079305e-09,6.0242042374933e-08,5.30208295103626e-08,"P40926/P11177/P50213/Q99798/P08559/O75390/P36957/Q9P2R7/P07954/P48735/Q02218/P21912/P31040/P09622/P53597/Q96I99/P10515/O43837/Q9ULD0",19
"GO:0042773","GO:0042773","ATP synthesis coupled electron transport","25/1513","111/27563",1.22855672399871e-09,6.67143530122933e-08,5.87173043527292e-08,"O75489/P49821/P31930/O96000/P28331/P99999/Q9UDW1/P22695/O75439/O00483/O43920/P07919/Q16718/Q16795/O95168/P14927/P19404/O95182/P56556/O95299/P13073/O75306/O75251/P09622/O00217",25
"GO:0006890","GO:0006890","retrograde vesicle-mediated transport, Golgi to ER","19/1513","66/27563",1.463069636968e-09,7.86546236833995e-08,6.92262949281173e-08,"Q12907/Q9Y678/P20340/P49755/Q9NRW1/Q8WVM8/O14579/P53618/P61923/P84077/P53621/P48444/Q9H0N0/Q96KG9/Q8N6T3/Q9UBF2/P35606/O43861/Q92538",19
"GO:0006323","GO:0006323","DNA packaging","44/1513","295/27563",1.64293017886708e-09,8.74494320949448e-08,7.69668697655813e-08,"P62805/P16104/P52926/P10412/P16402/P16403/Q9Y265/P68431/P84243/Q16695/Q71DI3/O60814/P06899/P23527/P33778/P58876/P62807/Q16778/Q5QNW6/Q8N257/Q93079/Q99877/Q99879/Q99880/P16401/P06748/P22492/O75367/P09429/Q02539/Q01105/P0DME0/P26583/Q09028/P55209/Q5SSJ5/Q96A08/Q7Z7K6/O95831/Q16576/Q9UKV3/P12270/Q92794/Q8WYB5",44
"GO:0071103","GO:0071103","DNA conformation change","55/1513","420/27563",2.18394924084456e-09,1.15106971752748e-07,1.0130910049119e-07,"P62805/P16104/P52926/P04083/P10412/O00571/P16402/P16403/Q9Y265/P68431/P84243/Q16695/Q71DI3/O60814/P06899/P23527/P33778/P58876/P62807/Q16778/Q5QNW6/Q8N257/Q93079/Q99877/Q99879/Q99880/Q13283/P16401/P06748/P22492/Q92499/O75367/P09429/Q02539/Q01105/P0DME0/P26583/Q09028/P55209/Q00577/O15347/Q5SSJ5/Q96A08/P11387/Q9Y230/Q7Z7K6/O95831/Q08211/P12956/Q16576/P13010/Q9UKV3/P12270/Q92794/Q8WYB5",55
"GO:1903312","GO:1903312","negative regulation of mRNA metabolic process","19/1513","68/27563",2.55109095134418e-09,1.33152086936178e-07,1.17191147943711e-07,"P22626/P26599/P61978/P11940/Q07021/O00422/O60506/P26368/Q13242/O75494/P38159/Q13247/O95758/Q8WXF0/Q15287/Q16629/Q08170/Q6PJT7/Q9UKV3",19
"GO:0006364","GO:0006364","rRNA processing","37/1513","228/27563",3.15560614212253e-09,1.63120563654334e-07,1.43567303733206e-07,"P61254/P08865/P62241/P62753/P39019/P62857/P62263/P62841/P62847/P63220/Q9UQ80/P62249/P62913/P19338/P62081/P42766/P46777/P50914/Q9Y2X3/Q9Y3A5/Q9NR30/Q15050/Q96B26/O00567/Q9H7B2/O43290/Q14978/P22087/Q13601/P38919/Q9H0S4/P82933/Q13895/Q9Y5J1/Q5TAP6/Q9BVJ6/Q8NI36",37
"GO:0006101","GO:0006101","citrate metabolic process","20/1513","77/27563",3.96446465020544e-09,2.02980590090518e-07,1.78649309299984e-07,"P40926/P11177/P50213/Q99798/P08559/O75390/P36957/Q9P2R7/P07954/P48735/Q02218/P21912/P31040/P53396/P09622/P53597/Q96I99/P10515/O43837/Q9ULD0",20
"GO:0042590","GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","29/1513","154/27563",5.07683872503594e-09,2.57481933828238e-07,2.26617577646838e-07,"P30101/P27797/P61769/P62987/P10321/P51665/P30460/P62979/P01889/P04439/P30443/P62333/P0CG47/O00231/P48556/P43686/P62191/P18084/P06756/O00487/Q9UL46/P61619/P17980/P62195/Q9UIQ6/P35998/P0CG48/O00232/Q99460",29
"GO:0072350","GO:0072350","tricarboxylic acid metabolic process","21/1513","86/27563",5.467274680208e-09,2.74692230661665e-07,2.4176487641451e-07,"P40926/P11177/P00367/P50213/Q99798/P08559/O75390/P36957/Q9P2R7/P07954/P48735/Q02218/P21912/P31040/P53396/P09622/P53597/Q96I99/P10515/O43837/Q9ULD0",21
"GO:0050686","GO:0050686","negative regulation of mRNA processing","17/1513","57/27563",5.8568298809985e-09,2.91539976298592e-07,2.56593082993063e-07,"P22626/P26599/P61978/Q07021/O00422/P26368/Q13242/O75494/P38159/Q13247/O95758/Q8WXF0/Q15287/Q16629/Q08170/Q6PJT7/Q9UKV3",17
"GO:0030433","GO:0030433","ER-associated ubiquitin-dependent protein catabolic process","25/1513","120/27563",6.78300363973593e-09,3.34545207038719e-07,2.94443277263284e-07,"P11021/P14625/P55072/O14656/O75477/O94905/Q03135/Q96CS3/Q96A33/P62333/Q92890/Q8IXB1/Q9BQE4/Q8TAT6/P43686/P62191/Q9UBV2/P17980/P62195/P35998/P54578/Q96DZ1/Q9UKM7/Q9BZQ6/Q5VYK3",25
"GO:0017148","GO:0017148","negative regulation of translation","38/1513","246/27563",7.89374874041334e-09,3.85789029349656e-07,3.39544503235961e-07,"P63244/P22626/P04406/P23396/Q14103/O00571/P27797/P98179/O60506/O43390/Q9NZI8/Q14011/P06730/P49458/O75569/Q00577/Q9BWF3/Q9Y6M1/P60228/Q9H9J2/Q12906/P62826/P19525/Q14444/O00425/Q9Y2T7/P31483/Q92879/Q92600/P38919/P55265/Q8TB72/Q14671/P12270/Q9BXP5/P29590/Q6Y7W6/A5YKK6",38
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response","36/1513","226/27563",8.50298974064424e-09,4.11820476087418e-07,3.62455560779477e-07,"P63244/P02545/P11021/P14625/P55072/P27797/P49748/Q9Y5M8/Q15084/P61421/P43307/Q9Y4L1/Q969H8/Q9UBS4/P0DMV8/P0DMV9/O95292/Q9Y490/O94979/Q96HE7/Q96JB5/Q9BQE4/O14653/Q13217/Q99470/P35611/P19525/Q9Y4P3/Q99442/P61619/Q8N6T3/Q14554/Q14203/P08240/Q06210/Q9BZQ6",36
"GO:0016072","GO:0016072","rRNA metabolic process","37/1513","237/27563",9.25105420159314e-09,4.4405060167647e-07,3.90822261618056e-07,"P61254/P08865/P62241/P62753/P39019/P62857/P62263/P62841/P62847/P63220/Q9UQ80/P62249/P62913/P19338/P62081/P42766/P46777/P50914/Q9Y2X3/Q9Y3A5/Q9NR30/Q15050/Q96B26/O00567/Q9H7B2/O43290/Q14978/P22087/Q13601/P38919/Q9H0S4/P82933/Q13895/Q9Y5J1/Q5TAP6/Q9BVJ6/Q8NI36",37
"GO:0002479","GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","28/1513","149/27563",9.74087480583926e-09,4.63424273948601e-07,4.07873612037704e-07,"P30101/P27797/P61769/P62987/P10321/P51665/P30460/P62979/P01889/P04439/P30443/P62333/P0CG47/O00231/P48556/P43686/P62191/P18084/P06756/O00487/Q9UL46/P61619/P17980/P62195/P35998/P0CG48/O00232/Q99460",28
"GO:0006754","GO:0006754","ATP biosynthetic process","18/1513","68/27563",1.70630900547554e-08,8.03165494655846e-07,7.0689005687618e-07,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P24539/Q9UJS0/P14618/O75323/P07864/P30613",18
"GO:0034620","GO:0034620","cellular response to unfolded protein","36/1513","232/27563",1.71808095024967e-08,8.03165494655846e-07,7.0689005687618e-07,"P63244/P02545/P11021/P14625/P55072/P27797/P49748/Q9Y5M8/Q15084/P61421/P43307/Q9Y4L1/Q969H8/Q9UBS4/P0DMV8/P0DMV9/O95292/Q9Y490/O94979/Q96HE7/Q96JB5/Q9BQE4/O14653/Q13217/Q99470/P35611/P19525/Q9Y4P3/Q99442/P61619/Q8N6T3/Q14554/Q14203/P08240/Q06210/Q9BZQ6",36
"GO:0030168","GO:0030168","platelet activation","59/1513","494/27563",1.83064204214638e-08,8.47675776460358e-07,7.46064891758559e-07,"P60709/P63261/P04075/P21333/P61224/P62834/P12814/P11021/O14950/P19105/P04899/O43707/P62873/P21291/P68366/P24844/P05121/P61586/P07737/P08754/P01033/P02452/P23528/P63096/P63104/P04792/P62937/P53582/O00299/O43852/Q9Y490/P15153/P63000/P02751/P35609/P13473/P61225/P62745/P68871/P07093/P28482/P02461/P08123/P08962/P09486/P35579/P07602/A8MTJ3/P63092/P07996/Q13418/Q01518/P80404/Q5JWF2/P02768/P61764/P05067/P52824/P18206",59
"GO:0009127","GO:0009127","purine nucleoside monophosphate biosynthetic process","24/1513","117/27563",1.86059787243903e-08,8.47675776460358e-07,7.46064891758559e-07,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P54819/P24539/Q9UJS0/P14618/O75323/Q9UIJ7/P11908/P60891/P07864/P31939/P30613/P22102",24
"GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process","24/1513","117/27563",1.86059787243903e-08,8.47675776460358e-07,7.46064891758559e-07,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P54819/P24539/Q9UJS0/P14618/O75323/Q9UIJ7/P11908/P60891/P07864/P31939/P30613/P22102",24
"GO:0042255","GO:0042255","ribosome assembly","19/1513","76/27563",1.91181316177202e-08,8.63689710729946e-07,7.60159235927926e-07,"P83731/P30050/P08865/P39019/O00571/P46782/P62263/Q07021/P46783/P06748/P62750/P62913/Q02878/P46777/Q9Y3A5/P56537/Q9Y3B7/Q9H7B2/O75616",19
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","20/1513","84/27563",1.99948082711448e-08,8.95767410547287e-07,7.88391782270139e-07,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P24539/Q9UJS0/P15531/P22392/P14618/O75323/P07864/P30613",20
"GO:0051701","GO:0051701","interaction with host","47/1513","354/27563",2.06239661518679e-08,9.16317702747453e-07,8.06478711201794e-07,"P09382/P08865/P05556/P07237/P02786/P13164/Q01628/Q01629/P17301/P15144/P12236/O00629/P52292/Q03135/P62937/P63172/P17987/P08648/Q9P0L0/P0DMV8/P0DMV9/O00505/O95292/P26022/Q15758/Q14974/P11279/Q14108/P19525/O15131/Q86U42/P18084/P06756/P07858/P06396/P52294/P57740/Q7Z2W4/Q14258/P02768/Q9UPT5/P12270/Q96KP1/Q8N1F7/O75694/P49790/P52948",47
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","38/1513","256/27563",2.38055158994105e-08,1.04900371701009e-06,9.23259654597501e-07,"P63244/P02545/P11021/P14625/P55072/P27797/P49748/O14656/Q9Y5M8/Q15084/P61421/P43307/Q9Y4L1/Q969H8/Q9UBS4/P0DMV8/P0DMV9/O95292/Q9Y490/O94979/Q92890/Q96HE7/Q96JB5/Q9BQE4/O14653/Q13217/Q99470/P35611/P19525/Q9Y4P3/Q99442/P61619/Q8N6T3/Q14554/Q14203/P08240/Q06210/Q9BZQ6",38
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process","20/1513","85/27563",2.48067174906827e-08,1.08423506690984e-06,9.54267823026263e-07,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P24539/Q9UJS0/P15531/P22392/P14618/O75323/P07864/P30613",20
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","38/1513","258/27563",2.94408616331687e-08,1.27640380757996e-06,1.12340129916038e-06,"P63244/P22626/P04406/P23396/Q14103/O00571/P27797/P98179/O60506/O43390/Q9NZI8/Q14011/P06730/P49458/O75569/Q00577/Q9BWF3/Q9Y6M1/P60228/Q9H9J2/Q12906/P62826/P19525/Q14444/O00425/Q9Y2T7/P31483/Q92879/Q92600/P38919/P55265/Q8TB72/Q14671/P12270/Q9BXP5/P29590/Q6Y7W6/A5YKK6",38
"GO:0010501","GO:0010501","RNA secondary structure unwinding","18/1513","71/27563",3.55740263534129e-08,1.52996772540758e-06,1.3465705133355e-06,"P17844/O00571/Q92841/Q92499/O15523/Q13838/P60842/Q14240/O00148/Q9NR30/Q9BQ39/P38919/Q9H0S4/P26196/Q9NVP1/Q9NQI0/Q9GZR7/Q86XP3",18
"GO:0000245","GO:0000245","spliceosomal complex assembly","22/1513","104/27563",4.01957698740868e-08,1.7150195146277e-06,1.50944014690075e-06,"P62304/P62316/P62318/Q92499/P62314/P26368/Q13242/Q13838/O75494/Q12874/Q13243/Q07955/Q13247/Q9UMS4/Q8WXF0/Q9NR56/Q9Y383/Q92879/Q15459/O75475/O75643/O94906",22
"GO:0006734","GO:0006734","NADH metabolic process","21/1513","96/27563",4.39128428985635e-08,1.85886175923368e-06,1.63604002344834e-06,"P40926/P04075/P04406/P55072/P06733/P00338/P19367/P36957/P60174/P00558/Q02218/P09972/P14618/Q08043/P13929/P18669/P15259/O43837/P09104/P30613/P52789",21
"GO:0042776","GO:0042776","mitochondrial ATP synthesis coupled proton transport","11/1513","26/27563",4.72626256066351e-08,1.98503027547868e-06,1.74708472123211e-06,"P48047/O75947/P06576/P25705/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P24539",11
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process","21/1513","97/27563",5.31702910481122e-08,2.21584096647016e-06,1.95022813758682e-06,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P24539/Q9UJS0/P15531/P22392/P14618/O75323/P07864/P17812/P30613",21
"GO:0036498","GO:0036498","IRE1-mediated unfolded protein response","24/1513","125/27563",7.09129167891575e-08,2.93252185121931e-06,2.58100049366205e-06,"P02545/P11021/P49748/Q9Y5M8/Q15084/P61421/P43307/Q9Y4L1/Q969H8/Q9UBS4/P0DMV8/P0DMV9/Q9Y490/O94979/O14653/Q13217/P35611/Q99442/P61619/Q8N6T3/Q14554/Q14203/P08240/Q06210",24
"GO:0034250","GO:0034250","positive regulation of cellular amide metabolic process","30/1513","183/27563",7.51610736317682e-08,3.08447276217088e-06,2.714737050822e-06,"P63244/P62701/P13639/Q14103/O00571/P98179/P11940/Q07021/P63241/Q13492/Q15717/P06748/O60506/P17301/Q13838/Q14011/Q6IS14/Q9GZV4/Q04695/P16989/Q13217/P28482/Q07666/Q6XE24/P07996/P38919/O00622/Q9BY77/Q6PKG0/Q8NE71",30
"GO:0036503","GO:0036503","ERAD pathway","27/1513","154/27563",8.06445823440053e-08,3.28443389910131e-06,2.89072884877435e-06,"P11021/P14625/P55072/O14656/O75477/O94905/Q03135/Q96CS3/Q96A33/P62333/Q92890/Q8IXB1/Q9BQE4/Q8TAT6/P43686/P62191/Q8TCT9/Q9UBV2/P17980/P62195/P35998/P54578/Q96DZ1/Q14258/Q9UKM7/Q9BZQ6/Q5VYK3",27
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","17/1513","68/27563",1.0607975646448e-07,4.28785541919581e-06,3.77387024382933e-06,"P08865/P62241/P62753/P39019/P62857/P46782/P62263/P62841/P62847/P63220/P62249/P46783/P62081/Q15050/O75616/P82933/Q13895",17
"GO:0045727","GO:0045727","positive regulation of translation","27/1513","157/27563",1.21638619496996e-07,4.88006879414813e-06,4.29509500894734e-06,"P62701/P13639/Q14103/O00571/P98179/P11940/Q07021/P63241/Q15717/P06748/O60506/P17301/Q13838/Q14011/Q6IS14/Q9GZV4/Q04695/P16989/Q13217/P28482/Q07666/Q6XE24/P07996/P38919/Q9BY77/Q6PKG0/Q8NE71",27
"GO:0016050","GO:0016050","vesicle organization","57/1513","499/27563",1.47179087944208e-07,5.86099834657824e-06,5.15844054822e-06,"P07355/P51149/P04083/O15400/O75396/P13987/Q9Y678/Q13492/Q86Y82/Q9H0U4/P49755/P62820/P08754/P55735/P61106/P63027/Q15836/Q9BVK6/Q03135/Q9NR31/Q8WVM8/O14579/P53618/P54920/P61923/P63010/P49257/Q9P0L0/O95292/O00560/O43617/O94979/Q9H4A6/O94855/P46459/O14653/P07093/P84077/Q15363/Q9Y6B6/P53621/P48444/P61006/Q14964/Q15436/O60641/P53992/Q8N6T3/Q9Y5X2/Q08379/Q9Y5X1/P61764/O95486/Q8WUM4/P35606/O00203/Q92538",57
"GO:0031647","GO:0031647","regulation of protein stability","49/1513","405/27563",1.9564870548755e-07,7.68705310026829e-06,6.76560614146812e-06,"P10809/P23284/P35232/Q9P2X0/P21333/P04406/Q99623/P11142/P27797/P60953/P78371/Q86Y82/P16401/P40227/P07737/Q99832/P50990/Q32P28/P49368/Q12797/P50991/P17987/Q99653/P0DMV8/P0DMV9/P48643/Q969V3/Q96QK1/O43670/Q96AB3/P13473/P11279/P28482/P48556/O75718/P54709/Q8N163/P06396/Q9UBV2/Q96EY1/Q14254/Q6P1J9/Q5JPE7/P48449/Q9BZE4/P61764/P29590/Q9BXJ9/P51610",49
"GO:0061077","GO:0061077","chaperone-mediated protein folding","19/1513","87/27563",1.9606563677541e-07,7.68705310026829e-06,6.76560614146812e-06,"P10809/P23284/P11142/P27824/P27797/P78371/O14656/P13667/Q32P28/Q00688/Q96AY3/Q12931/Q96HE7/Q9NYL4/P68400/P25685/O75718/Q9Y680/O14657",19
"GO:0050821","GO:0050821","protein stabilization","35/1513","244/27563",1.9732390770778e-07,7.68705310026829e-06,6.76560614146812e-06,"P10809/P23284/P35232/P21333/P04406/Q99623/P27797/P78371/Q86Y82/P16401/P40227/P07737/Q99832/P50990/Q32P28/P49368/P50991/P17987/Q99653/P0DMV8/P0DMV9/P48643/O43670/P13473/P11279/O75718/P54709/Q9UBV2/Q96EY1/Q14254/Q9BZE4/P61764/P29590/Q9BXJ9/P51610",35
"GO:0051650","GO:0051650","establishment of vesicle localization","50/1513","420/27563",2.42663471193554e-07,9.38531525997515e-06,8.2602976373724e-06,"Q15907/P62834/P62491/P27824/O43707/O75396/P13987/Q9Y678/O14656/Q9H0U4/P49755/P62820/P55735/P63027/Q9BVK6/Q8WVM8/O14579/P53618/O00194/P54920/P61923/P49257/P33176/O43617/O94979/O94855/P46459/O14653/P50570/P84077/Q15363/Q9Y6B6/P53621/P20339/P51159/P35222/P48444/Q15436/P49768/P53992/Q8N6T3/Q13561/P16615/Q08379/Q14203/P61764/O95486/P35606/O00203/Q92538",50
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process","25/1513","143/27563",2.54886893467315e-07,9.78765670914491e-06,8.61441042207204e-06,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P54819/P24539/Q9UJS0/P14618/P21108/O75323/Q9UIJ7/P11908/P60891/P07864/P31939/P30613/P22102",25
